p_url,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,label
https://novandy.com/Excel1_/Microsoft1_Verify0_/,1,48,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
http://saradhatrust.com/merdklddld/toda/microsoft.php,1,53,3,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
http://insight.ecuinor.net/st340db61272/3d90c96a38c1419ba872272c/index.php?id=e79ce28e7afc5,1,91,3,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,94,14,-1,1,-1,-1,1,0,1,-1
http://www.mycoincost.com/public/toda/microsoft.php,1,51,3,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
http://acabadosariza.com/image/zzzz/,1,36,2,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,64,17,-1,-1,-1,-1,1,-1,1,-1
https://projectg7.github.io/ofc-g7usr0dzlxc-1/?email=cspaude%40atcllc.com,1,73,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,33,6,-1,1,-1,-1,1,-1,1,-1
https://aitglobalindia.com/.0654vn/another.php?email=pchalmeta@nr.edu,1,69,2,1,-1,1,1,0,1,1,-1,1,0,1,1,1,-1,-1,1,31,10,-1,1,-1,-1,1,1,1,-1
https://novandy.com/Excel3_/Microsoft1_Verify0_/,1,48,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://ee4cc14b.ngrok.io/live/another.php?email=nobody@mycraftmail.com,1,71,2,1,-1,1,1,0,1,1,-1,1,0,1,1,1,-1,-1,1,31,10,-1,1,-1,-1,1,1,1,-1
http://www.novandy.com/Excel2_/Microsoft1_Verify0_/,1,51,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://login-microsoftonline-com-oauth-67327b878834347837436482832821.netlify.com/realm=docs&exsvurl=secure-cc=2019&modurl=0&path.html,1,135,1,1,1,1,-1,1,1,-1,-1,-1,1,0,1,1,-1,-1,1,36,6,1,1,-1,-1,1,0,1,-1
https://aquafallswater.com/world/Office2019/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-userid&userid,1,180,3,1,1,1,1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,1,1,-1,-1,1,0,1,-1
https://edvip.com/yun/mteh/enterpassword.php?F5A8eK15652126909b4a6ebf41412ccfa0fe14197b904f3c9b4a6ebf41412ccfa0fe14197b904f3c9b4a6ebf41412ccfa0fe14197b904f3c9b4a6ebf41412ccfa0fe14197b904f3c9b4a6ebf41412ccfa0fe14197b904f3c&AP___=jperkun@wbcm.com&error=,1,251,3,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,45,7,1,1,-1,-1,1,-1,1,-1
https://rfasgallery.com/asx/share/verification.php,1,50,3,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,79,15,-1,-1,-1,-1,1,1,1,-1
https://seosexperts.com/Excel3_/Login_Microsoft0/,1,49,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
https://seosexperts.com/Excel2_/Login1_Microsoft0/,1,50,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
http://retailagee.com/c/cgi/another.php?email=,1,46,3,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,31,10,-1,-1,-1,-1,1,1,1,-1
http://akaycorap.com/wp-content/languages/themes/o/indexa.php,1,61,5,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,53,12,1,1,-1,-1,1,1,1,-1
https://www.jaensspa.com/Adobe2_/Microsoft1_Verify0_/,1,53,2,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://www.jaensspa.com/Share1_/Microsoft1_Verify0_/,1,53,2,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://www.jaensspa.com/Adobe3_/Microsoft1_Verify0_/,1,53,2,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
http://etigroup.az/wp-content/plugins/revslider/languages/o/indexa.php?P=AAMkADcyMWNlOGU4LTA1MTctNGU5NC04NmVhLTM2ZjY2MWQ1ODUyZQAuAAAAAACPL3Vd8cnLS4/rNHDvh%20urAQDLxtTRqKyYQrNPEBhBv0F3AAAMdHa7AAA_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&___=,1,271,6,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,53,12,-1,1,-1,-1,1,1,1,-1
https://herijtaxes.com/booked/pelladirect/,1,42,2,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,24,5,1,1,-1,-1,1,1,1,-1
https://enoyleh.com/js/ZS/b630229c773dc73ecaa3749db9c4fbe6/enterpassword.php?8F3G521565961551917396b82e3c92ebeeecadfed8164dd2917396b82e3c92ebeeecadfed8164dd2917396b82e3c92ebeeecadfed8164dd2917396b82e3c92ebeeecadfed8164dd2917396b82e3c92ebeeecadfed8164dd2&AP___=bairt@michigan.gov&error=,1,285,4,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
http://www.nordicwalkperov.co.uk/kn/v5/,1,39,2,1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,27,6,-1,-1,-1,-1,1,1,1,-1
https://blue-nodules.eu/watch/index.php,1,39,2,1,1,1,-1,1,1,1,-1,-1,0,-1,1,1,-1,-1,1,82,17,-1,1,-1,-1,1,-1,1,-1
https://www.jaensspa.com/Adobe5_/Microsoft1_Verify0_/,1,53,2,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://majlc.edu.pk/css/wp-includes/wp-config/mp-admin/home/oneddrive/microsoft.php,1,84,7,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,66,13,-1,1,-1,-1,1,-1,1,-1
http://fgasdfe.com/Custom_Hotmail/UserAuthentication.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-userid&userid=,1,184,2,1,1,1,1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,29,7,-1,-1,-1,-1,1,0,1,-1
http://lankarab.com/Excel10_/Login1_Microsoft0_/,1,48,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
https://mycoincost.com/update/inc/microsoft.php,1,47,3,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
http://lankarab.com/Excel13_/Login1_Microsoft0_/,1,48,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
http://mycoincost.com/vendor/laravel/toda/microsoft.php,1,55,4,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
https://www.bautse.xyz/m1soft/?mes1=brodie.english@axaxl.com,1,60,1,1,-1,1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,1,-1,-1,1,1,1,-1
https://satamusicclass.com/wp-admin/includes/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-userid&userid=,1,182,3,1,1,1,1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,-1,-1,-1,-1,1,0,1,-1
http://noveltynecklaces.icu/sharepoint2019/verification.php,1,59,2,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,79,15,-1,1,-1,-1,1,1,1,-1
https://iamaco.co.kr/new/inc/microsoft.php,1,42,3,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,-1,1,-1,-1,1,-1,1,-1
https://cartagenaplay.com/amo/axe/verification.php,1,50,3,1,1,1,1,1,1,-1,1,-1,1,0,1,1,-1,1,1,79,15,1,1,-1,-1,1,1,1,-1
https://clinicacima.cl/ll/ZS/074ecb90aed6e549ab89485f7a622135/enterpassword.php?2G2H8e15662672041b82666811169b6db87fac76c33b308c1b82666811169b6db87fac76c33b308c1b82666811169b6db87fac76c33b308c1b82666811169b6db87fac76c33b308c1b82666811169b6db87fac76c33b308c&AP___=nobody@mycraftmail.com&error=,1,292,4,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,45,7,1,1,-1,-1,1,-1,1,-1
https://modae.ml/Sharepoint/inv/login.php?cmd=login_submit&id=8b89a92a3ed4ae81d7f1f5612f3812378b89a92a3ed4ae81d7f1f5612f381237&session=8b89a92a3ed4ae81d7f1f5612f3812378b89a92a3ed4ae81d7f1f5612f381237,1,199,3,1,1,1,1,1,1,1,-1,1,0,0,-1,1,-1,-1,1,19,6,-1,1,-1,-1,1,1,1,-1
https://goldeneys.com/Spreadsheet02_/Login1_Microsoft02_/?ussrd=sam.sachse@actewagl.com.au,1,90,2,1,-1,1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
https://alarrab-sa.com/wwpp44/qwwretr/swsgdff/svcbdhferr/sdsdsd/microsoft.php,1,77,6,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
https://login-microsoftonline-com-oauth-4f4f6f945945893579384836842841.netlify.com/office.html,1,94,1,1,1,1,-1,1,1,-1,-1,-1,1,0,1,1,-1,-1,1,36,6,1,1,-1,-1,1,0,1,-1
https://neruppu.in/wp-includes/js/vendor/live/pass.php,1,54,5,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,31,10,-1,1,-1,-1,1,1,1,-1
https://srv160239.hoster-test.ru/verify/common/oauth2/accountretrieved.php?client_id=98e049cc191eee7ffc5650b20fdcf4ea&rand=13InboxLightaspxn.759689971521774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn..1774256418&fid.1252899642&fid.1&fav.1&login=&.rand=13InboxLight.aspx?n=759689971521774256418&fid=4#n_Product-userid&userid,1,339,4,1,1,1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,39,7,1,1,-1,-1,1,0,1,-1
https://outlook.hothune.com/login.php,1,37,1,1,1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,-1,-1,-1,-1,1,0,1,-1
https://alternativelook.ru/spiderman/login.php,1,46,2,1,1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,29,7,-1,-1,-1,-1,1,0,1,-1
https://bluetailhemp.com/forge/enterpassword.php?e4Kb7D1566867113e99c5bf7a09db7dedfdcd2c64665647ae99c5bf7a09db7dedfdcd2c64665647ae99c5bf7a09db7dedfdcd2c64665647ae99c5bf7a09db7dedfdcd2c64665647ae99c5bf7a09db7dedfdcd2c64665647a&AP___=nobody@mycraftmail.com&error=,1,261,2,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://stay-rough209.gq/One-dive/index.html,1,44,2,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,-1,-1,1,24,5,-1,1,-1,-1,1,1,1,-1
http://catisho.ga/m1soft/,1,25,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,-1,1,-1,-1,1,1,1,-1
https://dnatechnologies.co.in/Afn_p/microsoft%205/index.php,1,59,3,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,41,11,1,1,-1,-1,1,0,1,-1
https://farmersinsuranceopen.com/content/session/B/,1,51,3,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,41,11,1,1,-1,-1,1,0,1,-1
https://padlebeta.com/42j-eer/another.php?email=bm9ib2R5QG15Y3JhZnRtYWlsLmNvbQ==,1,80,2,1,1,1,1,1,1,1,-1,1,0,1,1,1,-1,-1,1,31,10,1,1,-1,-1,1,1,1,-1
https://gang-a6.gq/vn/enterpassword.php?AbiFCe1566606174337787a97a2f024624c207105e55eba8337787a97a2f024624c207105e55eba8337787a97a2f024624c207105e55eba8337787a97a2f024624c207105e55eba8337787a97a2f024624c207105e55eba8&AP___=nobody@mycraftmail.com&error=,1,252,2,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
http://securemailaccess.com/am1b74c8561/22d98292138a08ea59c4cb9c/index.php?id=3ae0a54fb49e761,1,93,3,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,94,14,-1,1,-1,-1,1,0,1,-1
https://neruppu.in/wp-includes/js/vendor/live/another.php?email=,1,64,5,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,31,10,-1,1,-1,-1,1,1,1,-1
https://king-a45.cf/jj/enterpassword.php?9Hei6815668255948b72cb2fccd113b3d25beecffbe2c7e48b72cb2fccd113b3d25beecffbe2c7e48b72cb2fccd113b3d25beecffbe2c7e48b72cb2fccd113b3d25beecffbe2c7e48b72cb2fccd113b3d25beecffbe2c7e4&AP___=india@dnb.com%20rel=&error=,1,251,2,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
http://www.etigroup.az/wp-content/plugins/revslider/languages/o/index2.php,1,74,6,1,1,1,1,1,1,1,-1,-1,-1,0,0,1,-1,-1,1,69,15,-1,1,-1,-1,1,0,1,-1
https://taolpz.com/logon/microsoft.php,1,38,2,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,-1,-1,-1,-1,1,-1,1,-1
https://www.jaensspa.com/Adobe1_/Microsoft1_Verify0_/?ussrd=nobody@mycraftmail.com,1,82,2,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,66,15,1,1,-1,-1,1,1,1,-1
https://www.wanctia.ml/m1soft/?mes1=nobody@mycraftmail.com,1,58,1,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,1,-1,-1,1,1,1,-1
https://www.fliscei.tk/m1soft/?mes1=nobody@mycraftmail.com,1,58,1,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,1,-1,-1,1,1,1,-1
https://www.wanctia.tk/m1soft/?mes1=jhotz@txtav.com,1,51,1,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,1,-1,-1,1,1,1,-1
http://vkcnuts.com/off%20with%20redi%20pdf/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=,1,192,2,1,1,1,1,-1,1,1,-1,-1,0,0,0,1,-1,-1,1,30,7,-1,1,-1,-1,1,0,1,-1
https://sudfagera.com/MM/enterpassword.php?4AG41J1566791473893fa8e4e9c5a309e93c6471980f011b893fa8e4e9c5a309e93c6471980f011b893fa8e4e9c5a309e93c6471980f011b893fa8e4e9c5a309e93c6471980f011b893fa8e4e9c5a309e93c6471980f011b&AP___=%20rel=&error=,1,240,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
https://phpfusionmods.co.uk/cc/login.php,1,40,2,1,1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,1,1,-1,-1,1,0,1,-1
https://gomngyaproperties.com/Spreadsheet01/Login_Microsoft02/,1,62,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
http://www.marryjoseph.com/wp-content/templates/css/invmnt/provider/esignin/view.php,1,84,7,1,1,1,1,1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,52,12,-1,1,-1,-1,1,-1,1,-1
https://elorientadorweb.org/lyrical/enterpassword.php?C1HH471567131006c628ebb8a8c966d11f86bf98a0f58493c628ebb8a8c966d11f86bf98a0f58493c628ebb8a8c966d11f86bf98a0f58493c628ebb8a8c966d11f86bf98a0f58493c628ebb8a8c966d11f86bf98a0f58493&AP___=nobody@mycraftmail.com&error=,1,266,2,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://besthost.com.ve/images/enterpassword.php?A3722A15671269565f6d1bb86a01d1f7b883881fb007ab365f6d1bb86a01d1f7b883881fb007ab365f6d1bb86a01d1f7b883881fb007ab365f6d1bb86a01d1f7b883881fb007ab365f6d1bb86a01d1f7b883881fb007ab36&AP___=nobody@mycraftmail.com&error=,1,261,2,-1,-1,1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
http://mailem.it/includes/latest-onedrive/microsoft.php,1,55,3,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,65,13,1,1,-1,-1,1,-1,1,-1
https://raindroptoiletries.com/outlook/56yu7/login.php,1,54,3,1,1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,-1,-1,-1,-1,1,0,1,-1
https://support-bb.ml/JJJ/enterpassword.php?H561G1156712684520bb7ea74ac63aebd558179cbf1c165e20bb7ea74ac63aebd558179cbf1c165e20bb7ea74ac63aebd558179cbf1c165e20bb7ea74ac63aebd558179cbf1c165e20bb7ea74ac63aebd558179cbf1c165e&AP___=nobody@mycraftmail.com&error=,1,256,2,1,-1,1,-1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://misturaexplosiva.com/vs/enterpassword.php?J3FH4H1567126801e5c49fb5a243f5488d4d52e3917c797be5c49fb5a243f5488d4d52e3917c797be5c49fb5a243f5488d4d52e3917c797be5c49fb5a243f5488d4d52e3917c797be5c49fb5a243f5488d4d52e3917c797b&AP___=nobody@mycraftmail.com&error=,1,262,2,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
http://www.matusha.sch.id/jl/rechecked/auths.php,1,48,3,1,1,1,1,0,1,-1,1,1,0,1,-1,1,-1,-1,1,21,8,-1,-1,-1,-1,1,1,1,-1
https://gomngyaproperties.com/Excel01_/Login1_Microsoft02/,1,58,2,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,66,15,-1,-1,-1,-1,1,1,1,-1
https://iglesiabiblicapalabradefe.org/8u8rur88u8rur88u8rur88u8rur88u8rur88u8rur88u8rur88u8rur88u8rur8/enterpassword.php?JCL8eK1567121020875c286d95c2319f86f87ea26a9598d5875c286d95c2319f86f87ea26a9598d5875c286d95c2319f86f87ea26a9598d5875c286d95c2319f86f87ea26a9598d5875c286d95c2319f86f87ea26a9598d5&AP___=janr@senecadata.com&error=,1,329,2,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://sjcempregos.com.br/m/enterpassword.php?GL55491567108977ff8f5dc76ab0e34b627c2da1d591d7d2ff8f5dc76ab0e34b627c2da1d591d7d2ff8f5dc76ab0e34b627c2da1d591d7d2ff8f5dc76ab0e34b627c2da1d591d7d2ff8f5dc76ab0e34b627c2da1d591d7d2&AP___=robert.gales@crc.com&error=,1,257,2,1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
http://germany-lifts.net/secured/workplace/microsoft.php,1,56,3,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,-1,1,-1,-1,1,-1,1,-1
https://herijtaxes.com/zesend/pelladirect,1,41,2,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,24,5,1,1,-1,-1,1,1,1,-1
https://crossing-zebra.com/docs/FBG/microsoft.php,1,49,3,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,-1,-1,-1,-1,1,-1,1,-1
https://physicstutorsingapore.com/wp-content/gig/latest-onedrive/microsoft.php,1,78,4,1,1,1,1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,65,13,1,1,-1,-1,1,-1,1,-1
https://www.hotelelfaro.com.ve/bookingfilessign/enterpassword.php?H58H32156721151646dc8108b76d01f601a37e633c73f7c946dc8108b76d01f601a37e633c73f7c946dc8108b76d01f601a37e633c73f7c946dc8108b76d01f601a37e633c73f7c946dc8108b76d01f601a37e633c73f7c9&AP___=nobody@mycraftmail.com&error=,1,278,2,1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://agillius.com/wp/wp/pass.php,1,35,3,1,1,1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,31,10,-1,-1,-1,-1,1,1,1,-1
https://berteo.ga/image/enterpassword.php?22451K15669730404005dceaeecaf43e113e1f2e640e17024005dceaeecaf43e113e1f2e640e17024005dceaeecaf43e113e1f2e640e17024005dceaeecaf43e113e1f2e640e17024005dceaeecaf43e113e1f2e640e1702&AP___=james.pittard@sgs.com&error=,1,253,2,1,-1,1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://superiorgremodeling.com/ssl/enterpassword.php?L65eD11567194902a19e01b360831bdca130b5b1b4814da6a19e01b360831bdca130b5b1b4814da6a19e01b360831bdca130b5b1b4814da6a19e01b360831bdca130b5b1b4814da6a19e01b360831bdca130b5b1b4814da6&FR___=cmanrique@mexichem.com&error=,1,266,2,1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
https://cidreriebeaupre.com/iseddd/inc/microsoft.php,1,52,3,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,67,13,-1,1,-1,-1,1,-1,1,-1
https://shortnotes.co.in/js/inc/microsoft.php,1,45,3,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,1,1,-1,-1,1,-1,1,-1
http://r-w-o.uk/drive1/orcca,1,28,2,1,1,1,-1,1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,50,12,-1,-1,-1,-1,1,0,1,-1
http://r-w-o.uk/drive1/orcca/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,1,177,3,1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,79,15,-1,-1,-1,-1,1,1,1,-1
https://danscbd.com/l/ZS/c4240d65c3dca310aa3e21013e5b42d4/jp4i1plof9ek2fsvb95xpr9r.php?F4HA9615674419544d10061aa2016be2eafb598614a8d6ad4d10061aa2016be2eafb598614a8d6ad4d10061aa2016be2eafb598614a8d6ad4d10061aa2016be2eafb598614a8d6ad4d10061aa2016be2eafb598614a8d6ad&AP___=&error=,1,277,4,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,35,7,-1,1,-1,-1,1,-1,1,-1
https://unjaklsoans.com/ssl/enterpassword.php?36AF011567430174767879343c9be491fc816e911180fbf2767879343c9be491fc816e911180fbf2767879343c9be491fc816e911180fbf2767879343c9be491fc816e911180fbf2767879343c9be491fc816e911180fbf2&FR___=kelly.barnett@wavin.com&error=,1,259,2,1,-1,1,1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
https://herijtaxes.com/booked/pelladirect,1,41,2,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,24,5,1,1,-1,-1,1,1,1,-1
https://0utiook.live/pics/docs/jsdfjAGHJKJHGDFJKgfghjhmAHJHGFDYTYUIB/HUD/login.php,1,82,5,1,1,1,1,1,1,1,-1,-1,0,0,-1,1,-1,-1,1,30,7,-1,1,-1,-1,1,0,1,-1
http://electrocar-tn.com/office/,1,32,1,1,1,1,-1,1,1,-1,1,-1,1,0,-1,1,-1,-1,1,65,17,-1,-1,-1,-1,1,0,1,-1
https://monojacoer.com/~/ZS/af954091cdb4bdedbfcff99425e23e24/uhieo2uoemnbd5kxpvbjz8yt.php?H1F1Hb15677413349060ca9a4b0ffd0fa2a5c7d41a2626039060ca9a4b0ffd0fa2a5c7d41a2626039060ca9a4b0ffd0fa2a5c7d41a2626039060ca9a4b0ffd0fa2a5c7d41a2626039060ca9a4b0ffd0fa2a5c7d41a262603&AP___=&error=,1,280,4,1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,35,7,-1,-1,-1,-1,1,-1,1,-1
https://mentarihangat.com/ssl/enterpassword.php?4b07KD156773359235fe4ac0c8b1ed1a86b9a05d89ed374135fe4ac0c8b1ed1a86b9a05d89ed374135fe4ac0c8b1ed1a86b9a05d89ed374135fe4ac0c8b1ed1a86b9a05d89ed374135fe4ac0c8b1ed1a86b9a05d89ed3741&FR___=nobody@mycraftmail.com&error=,1,260,2,-1,-1,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,45,7,-1,-1,-1,-1,1,-1,1,-1
https://verifiedwithbox.com/seth/sawyer/cudd/microsoft.php,1,58,4,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,67,13,-1,-1,-1,-1,1,-1,1,-1
https://nprcar.com.br/ssl/enterpassword.php?2H5GbH1567732907fbc4b716f971591ea1f240044f991510fbc4b716f971591ea1f240044f991510fbc4b716f971591ea1f240044f991510fbc4b716f971591ea1f240044f991510fbc4b716f971591ea1f240044f991510&FR___=nobody@mycraftmail.com&error=,1,256,2,1,-1,1,1,0,1,1,-1,-1,-1,0,1,1,-1,-1,1,45,7,-1,1,-1,-1,1,-1,1,-1
https://pantechssalloy.com/app/webroot/upload/files/msnoutlookofficeonedrivefileandfincialadvice/yycnutnggggfdgnvkdscfbvhmghmghmgsgnrgsgrhrtdthdhv/?&SERVID=Service_Login_&_Authentication=c30fb2efed779d0984a148225056f9ce832911f9,1,227,6,1,1,1,1,1,1,1,-1,-1,0,0,1,1,-1,-1,1,35,8,-1,1,-1,-1,1,-1,1,-1
https://finelinesauto.ca/css/ZS/5494908d426e13c31bd90ec197c91f8c/enterpassword.php?C0e0K015677362467add2d5c689997c06f7a3091259b50187add2d5c689997c06f7a3091259b50187add2d5c689997c06f7a3091259b50187add2d5c689997c06f7a3091259b50187add2d5c689997c06f7a3091259b5018&AP___=nobody@mycraftmail.com&error=,1,295,4,1,-1,1,1,1,1,1,-1,-1,-1,0,1,1,-1,-1,1,45,7,1,1,-1,-1,1,-1,1,-1
